GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AJR001,AJV001,AJV002,AJX001,AJY001,AJY002,AJY003,AJY004,AJY005,AJZ001
"G3701330","1870","North Carolina","370","Onslow","1330","Onslow",7569,349640,23806,372019,198,40,16734,6188,73713,142230
"G3701350","1870","North Carolina","370","Orange","1350","Orange",17507,977308,71707,737196,3096,360,4729,24082,108768,287631
"G3701390","1870","North Carolina","370","Pasquotank","1390","Pasquotank",8131,1274945,34915,683372,105,483,3390,4702,40098,179106
"G3701430","1870","North Carolina","370","Perquimans","1430","Perquimans",7945,796648,26922,534499,1292,325,240,2116,80058,144663
"G3701450","1870","North Carolina","370","Person","1450","Person",11170,442203,45893,528069,507,400,0,19574,86948,252992
"G3701470","1870","North Carolina","370","Pitt","1470","Pitt",17276,1896965,74866,1437592,2821,0,0,2511,171905,408807
"G3701490","1870","North Carolina","370","Polk","1490","Polk",4319,347606,10503,200317,678,0,215,7499,38860,97085
"G3701510","1870","North Carolina","370","Randolph","1510","Randolph",17551,1518108,114073,832027,3027,42,4145,41521,130537,448810
"G3701530","1870","North Carolina","370","Richmond","1530","Richmond",12882,670193,27405,669567,424,0,2375,322,43761,222054
"G3701550","1870","North Carolina","370","Robeson","1550","Robeson",16262,552220,48313,808704,9313,91,102151,29170,126416,314629
"G3701570","1870","North Carolina","370","Rockingham","1570","Rockingham",15708,1401765,56325,748671,7118,743,3901,14083,96054,280587
"G3701590","1870","North Carolina","370","Rowan","1590","Rowan",16810,1408361,86713,822346,2931,142,5129,7633,125570,352313
"G3701610","1870","North Carolina","370","Rutherford","1610","Rutherford",13121,760471,40189,580582,5465,0,40,30096,84784,228458
"G3701630","1870","North Carolina","370","Sampson","1630","Sampson",16436,513191,53305,913875,4009,0,127879,29556,202024,393747
"G3701670","1870","North Carolina","370","Stanly","1670","Stanly",8315,352586,37794,308067,163,50,43,22254,668,175992
"G3701690","1870","North Carolina","370","Stokes","1690","Stokes",11208,613079,29520,470116,6907,0,6028,7703,73821,190541
"G3701710","1870","North Carolina","370","Surry","1710","Surry",11252,830837,34099,446128,16045,0,1758,18840,82960,215008
"G3701750","1870","North Carolina","370","Transylvania","1750","Transylvania",3536,340007,8034,156478,1489,926,300,81,36995,94968
"G3701770","1870","North Carolina","370","Tyrrell","1770","Tyrrell",4173,215896,14705,188260,330,270,4567,2568,33329,65143
"G3701790","1870","North Carolina","370","Union","1790","Union",12217,378056,56899,716987,521,1103,1035,27562,110398,455206
"G3701830","1870","North Carolina","370","Wake","1830","Wake",35617,1816048,159746,1714152,4724,666,23375,279764,256755,557305
"G3701850","1870","North Carolina","370","Warren","1850","Warren",17768,1608848,54972,1573218,1100,470,7897,8862,112871,367719
"G3701870","1870","North Carolina","370","Washington","1870","Washington",6516,393207,17821,296822,676,0,0,0,535,113199
"G3701890","1870","North Carolina","370","Watauga","1890","Watauga",5287,239638,15487,209278,3080,467,313,18825,40495,148283
"G3701910","1870","North Carolina","370","Wayne","1910","Wayne",18144,1680473,61370,1433330,300,7297,17659,17966,167778,339233
"G3701930","1870","North Carolina","370","Wilkes","1930","Wilkes",15539,986086,39552,448754,14492,1150,157,18372,82864,272114
"G3701950","1870","North Carolina","370","Wilson","1950","Wilson",12258,1159690,56301,828264,1785,61,11093,7288,118236,259411
"G3701970","1870","North Carolina","370","Yadkin","1970","Yadkin",10697,670688,29108,570089,12824,50,5400,17207,79954,228879
"G3701990","1870","North Carolina","370","Yancey","1990","Yancey",5909,218651,8268,113726,6001,0,445,7165,38330,116311
"G3900010","1870","Ohio","390","Adams","0010","Adams",20750,5715694,167403,1528105,100828,286,24258,36620,308186,913945
"G3900030","1870","Ohio","390","Allen","0030","Allen",23623,8117216,259029,1565908,46440,496,45726,11496,300494,1049034
"G3900050","1870","Ohio","390","Ashland","0050","Ashland",21933,14121144,428333,3968925,48162,5210,65433,4905,550323,1596684
"G3900070","1870","Ohio","390","Ashtabula","0070","Ashtabula",32517,15378316,452701,2757959,23042,3987,77241,3645,365895,2324215
"G3900090","1870","Ohio","390","Athens","0090","Athens",23768,7414708,231029,1607698,91499,150,22426,15504,387997,1040544
"G3900110","1870","Ohio","390","Auglaize","0110","Auglaize",20041,6429025,203964,3068288,29287,779,41484,6942,245580,804990
"G3900130","1870","Ohio","390","Belmont","0130","Belmont",39714,16572734,318617,2950783,129582,59279,16336,6564,599642,1977415
"G3900150","1870","Ohio","390","Brown","0150","Brown",30802,9376576,249289,2196181,51855,4190,17196,13481,518081,1215710
"G3900170","1870","Ohio","390","Butler","0170","Butler",39912,21452774,391908,3807719,53989,30334,74460,265,844352,1450912
"G3900190","1870","Ohio","390","Carroll","0190","Carroll",14491,11939576,258742,1685624,48065,60,4273,4475,288561,1434712
"G3900210","1870","Ohio","390","Champaign","0210","Champaign",24188,14501484,321798,3100264,49297,4890,47711,1489,726643,1507074
"G3900230","1870","Ohio","390","Clark","0230","Clark",32070,15492266,328419,2798833,46068,14894,43117,2675,613268,1569299
"G3900250","1870","Ohio","390","Clermont","0250","Clermont",34268,14229016,389143,2503790,192343,33122,28680,11769,472142,1310254
"G3900270","1870","Ohio","390","Clinton","0270","Clinton",21914,11144680,189550,2498142,31920,1900,7574,5571,949607,1589975
"G3900290","1870","Ohio","390","Columbiana","0290","Columbiana",38299,17419788,341487,2623912,60393,5643,8683,503,413418,2059642
"G3900310","1870","Ohio","390","Coshocton","0310","Coshocton",23600,12051120,262245,2131943,51660,45,361,3991,450315,1557465
"G3900330","1870","Ohio","390","Crawford","0330","Crawford",25556,11634698,371649,2227371,72115,6876,44606,4878,501365,1329321
"G3900350","1870","Ohio","390","Cuyahoga","0350","Cuyahoga",132010,20270196,397995,2398792,88902,163997,46919,4960,244448,1596653
"G3900370","1870","Ohio","390","Darke","0370","Darke",32278,14438482,423994,3015830,64063,382,61386,9321,500889,1502227
"G3900390","1870","Ohio","390","Defiance","0390","Defiance",15719,5588757,158668,1136810,36247,170,30464,1195,161652,661608
"G3900410","1870","Ohio","390","Delaware","0410","Delaware",25175,14293606,287033,2056380,42078,10119,54817,9753,487031,1511889
"G3900430","1870","Ohio","390","Erie","0430","Erie",28188,11190256,184882,1820362,213631,17199,3764,601,88513,844178
"G3900450","1870","Ohio","390","Fairfield","0450","Fairfield",31138,17952096,370476,3450967,83249,3930,13079,6222,1009397,1823526
"G3900470","1870","Ohio","390","Fayette","0470","Fayette",17170,15603110,237416,4206842,46267,3655,7891,2649,1564002,2142123
"G3900490","1870","Ohio","390","Franklin","0490","Franklin",63019,18051454,439245,3495139,67509,37435,28715,6016,965126,2019368
"G3900510","1870","Ohio","390","Fulton","0510","Fulton",17789,7189890,252898,1482634,74133,1106,40569,9684,223174,868685
"G3900530","1870","Ohio","390","Gallia","0530","Gallia",25545,6476596,178147,1447320,84751,6890,5053,35557,266227,887489
"G3900550","1870","Ohio","390","Geauga","0550","Geauga",14190,10647182,279751,2087878,39478,596,54934,83251,229255,1713580
"G3900570","1870","Ohio","390","Greene","0570","Greene",28038,14868342,326932,2877165,71105,8280,48188,5474,784074,1549739
"G3900590","1870","Ohio","390","Guernsey","0590","Guernsey",23838,11233520,271783,2043431,125618,108,3067,8009,438379,1553597
"G3900610","1870","Ohio","390","Hamilton","0610","Hamilton",260370,27723352,519058,4305248,158642,447396,19045,71638,512186,1521390
