GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AG1001,AG1002,AG1003,AG1004,AG1005,AG1006,AG1007,AG1008,AG1009,AG1010,AG1011,AG1012,AG1013,AG1014,AG1015,AG1016,AG1017,AG1018,AG1019,AG1020,AG1021,AG1022,AG1023,AG1024,AG1025,AG1026,AG1027,AG1028,AG1029,AG1030,AG1031,AG1032,AG1033
"G3900130","1860","Ohio","390","Belmont","0130","Belmont",133441,3804,386763,174801,0,204816,0,81547,860,44667,2471,19908,26687,91,87279,1696,220636,10828,2239,227,0,0,0,51,96,0,288,0,1100,0,5393,140,3228
"G3900150","1860","Ohio","390","Brown","0150","Brown",440065,2356,667074,60796,0,170896,0,18268,2084,32434,7792,9194,1537,23429,66339,1790,85840,257,1644,3,0,0,0,34,23,0,986,0,1975,0,4209,112,2686
"G3900170","1860","Ohio","390","Butler","0170","Butler",785246,2123,1198162,92908,0,75003,0,3849,887,41108,6167,185385,4387,3693,72455,374,75983,168,1545,13,0,0,0,0,1473,2901,918,0,1664,0,5848,164,595
"G3900190","1860","Ohio","390","Carroll","0190","Carroll",47837,7147,130302,115976,0,727,0,119967,2762,62607,175,3874,92650,0,79577,2339,165531,13412,1738,89,150,0,21000,459,343,215,46,0,394,0,401,382,2543
"G3900210","1860","Ohio","390","Champaign","0210","Champaign",311735,2275,519606,64499,0,129,0,43317,597,20035,1004,4434,9387,38,45242,7873,157734,7405,1706,407,0,0,3750,48,3345,2519,3256,0,2329,0,2688,64,2151
"G3900230","1860","Ohio","390","Clark","0230","Clark",395241,5870,546700,69043,0,1130,0,53425,692,31700,3602,7592,5877,0,61523,1643,161432,7119,3303,17,450,0,0,600,8696,0,286,0,1249,0,3622,86,2131
"G3900250","1860","Ohio","390","Clermont","0250","Clermont",370198,3315,659360,97813,0,56784,0,9939,1843,116541,9467,10787,4600,15608,77182,95,125928,306,3059,1,0,0,0,21,49,0,665,0,4139,0,8531,67,2398
"G3900270","1860","Ohio","390","Clinton","0270","Clinton",268650,346,908994,48366,0,0,0,33609,0,26941,3813,3205,4607,0,73558,1369,104442,128,2516,0,0,0,0,0,304,0,8097,0,5992,0,5484,19,1979
"G3900290","1860","Ohio","390","Columbiana","0290","Columbiana",22587,10927,171638,137539,0,5,0,138273,2103,69832,281,3990,98398,0,103265,6807,312945,27175,741,47,0,0,0,636,2702,48,1621,0,3381,0,84,117,2886
"G3900310","1860","Ohio","390","Coshocton","0310","Coshocton",153261,14126,488303,67409,0,22,0,82071,981,37815,343,4454,41801,84,67345,1866,141388,4026,2210,7,0,0,0,155,21,0,741,0,821,0,3366,143,3468
"G3900330","1860","Ohio","390","Crawford","0330","Crawford",105948,3374,349647,135977,0,313,0,63123,960,63920,173,7405,31073,16,80535,517,255770,60806,5592,31,0,0,0,308,612,84,1402,0,2074,0,1058,271,2511
"G3900350","1860","Ohio","390","Cuyahoga","0350","Cuyahoga",31409,7453,291050,84049,0,112,0,59519,3534,191689,1209,1834,11611,175,151146,157710,333504,267,209,9,0,0,0,0,0,0,2577,0,149,0,649,221,2090
"G3900370","1860","Ohio","390","Darke","0370","Darke",335297,12632,426571,74110,0,14759,0,14718,571,31585,2711,16028,16095,16,57525,569,114392,2510,1293,8,0,0,12300,682,25555,4967,1745,0,3877,0,6643,112,3313
"G3900390","1860","Ohio","390","Defiance","0390","Defiance",137778,1675,168123,35487,0,7074,0,9642,427,34559,301,1428,7885,165,29425,658,102526,7553,869,1,0,0,0,122,19,0,1186,0,1070,0,3383,335,2498
"G3900410","1860","Ohio","390","Delaware","0410","Delaware",53680,1159,483546,66524,0,405,0,62374,722,36621,193,1970,31092,12,67936,3230,185956,6585,1842,8,0,0,0,898,11609,0,6117,0,4080,0,2206,72,2390
"G3900430","1860","Ohio","390","Erie","0430","Erie",244120,2288,380013,65670,0,2,0,54250,1798,85653,569,9002,6398,1719,59746,4306,163780,4925,730,12,0,0,0,0,0,0,193,0,0,0,2188,193,2122
"G3900450","1860","Ohio","390","Fairfield","0450","Fairfield",266793,5387,723573,83924,0,6385,0,35540,797,40962,4139,14123,17073,90,86878,1357,177830,127408,3223,34,0,0,0,126,127,0,2544,0,3326,0,14697,135,3545
"G3900470","1860","Ohio","390","Fayette","0470","Fayette",113377,5089,837910,10759,0,64,0,32263,296,15223,1059,196,5430,0,38593,516,49512,15,1732,0,0,0,0,0,0,0,298,0,758,0,3565,98,2173
"G3900490","1860","Ohio","390","Franklin","0490","Franklin",194358,2093,1034431,79052,0,307,0,26442,1318,98752,2856,4318,18451,12,84896,1016,159671,1862,1896,33,4500,0,0,64,80,0,1142,0,2102,0,7059,137,2679
"G3900510","1860","Ohio","390","Fulton","0510","Fulton",151912,4812,180384,27946,0,1161,0,26995,704,53559,129,4027,11133,16,48028,5072,208884,13303,569,35,0,0,4200,78,110,36,609,0,277,0,4057,508,2587
"G3900530","1860","Ohio","390","Gallia","0530","Gallia",324228,1023,292201,27284,0,368,0,16211,6688,21055,2441,254,2721,17,40226,2828,94235,3107,991,22,0,0,0,366,549,36,586,0,1074,0,6912,96,1568
"G3900550","1860","Ohio","390","Geauga","0550","Geauga",12591,999,76210,55336,0,194,0,43913,2340,58695,19,2151,16128,50,98902,497200,387280,74,846,167,0,0,0,39,251,0,19729,0,1990,0,41,226,2699
"G3900570","1860","Ohio","390","Greene","0570","Greene",424048,2573,667061,56904,0,16528,0,27388,444,36979,2523,14266,5301,2,56523,591,95162,1354,1472,8,0,0,0,16,8573,0,3753,0,2726,0,2262,24,1073
"G3900590","1860","Ohio","390","Guernsey","0590","Guernsey",85396,5726,304976,106162,0,81007,0,91929,1301,22817,343,5626,33469,11,77366,2291,215909,3789,5884,80,0,0,0,1057,195,12,97,0,244,0,5727,111,3486
"G3900610","1860","Ohio","390","Hamilton","0610","Hamilton",301277,7428,738599,79612,0,131,0,2422,7584,163257,10446,93997,5014,91993,89923,272,196627,0,243,0,0,0,0,0,0,0,140,0,2134,0,1175,20,1260
"G3900630","1860","Ohio","390","Hancock","0630","Hancock",352627,3649,566756,97927,0,9,0,36261,65,62604,462,3857,14985,19,63265,3765,194845,36684,2870,78,0,0,0,147,658,0,4430,0,2748,0,8773,242,2638
"G3900650","1860","Ohio","390","Hardin","0650","Hardin",82707,2427,221324,32095,0,703,0,13438,196,22756,44,1363,11608,3,28335,641,92000,4604,450,3,0,0,5550,18,2423,0,3648,0,1468,0,2460,186,2545
"G3900670","1860","Ohio","390","Harrison","0670","Harrison",34669,9945,243799,99223,0,2070,0,179013,917,31863,180,5034,31919,47,82707,1359,190509,5394,3240,7,0,0,16800,387,85,0,228,0,942,0,2867,13,3037
"G3900690","1860","Ohio","390","Henry","0690","Henry",98074,1033,152890,15908,0,893,0,4347,751,28802,159,211,3672,103,17486,962,53148,1151,348,44,150,0,0,51,425,60,1047,0,611,0,3530,176,1195
