GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AGV001,AGV002,AGX001,AGZ001,AGZ002,AGZ003,AGZ004,AG2001,AG2002,AGQ001,AGU001
"G3600510","1860","New York","360","Livingston","0510","Livingston",15987574,654441,2116311,51283,4489,23345,325332,2230708,348677,2579385,
"G3600530","1860","New York","360","Madison","0530","Madison",14251554,535187,2188197,44277,3986,14826,252935,3010819,267761,3278580,
"G3600550","1860","New York","360","Monroe","0550","Monroe",26209862,899561,2862177,367643,476158,7134,628050,4379665,635184,5014849,
"G3600570","1860","New York","360","Montgomery","0570","Montgomery",11632030,452369,1476963,27196,1876,4616,145418,2141039,150034,2291073,
"G3600610","1860","New York","360","New York","0610","New York",9561350,50565,77000,200,392828,0,175,400092,175,400267,
"G3600630","1860","New York","360","Niagara","0630","Niagara",13398984,527530,1818502,243237,24185,15867,313140,2416699,329007,2745706,
"G3600650","1860","New York","360","Oneida","0650","Oneida",23931388,818215,3258968,100016,29530,18160,563222,4339722,581382,4921104,
"G3600670","1860","New York","360","Onondaga","0670","Onondaga",23959116,851939,2914556,106698,64774,10394,464389,4151612,474783,4626395,
"G3600690","1860","New York","360","Ontario","0690","Ontario",18644392,681710,2410328,204373,38915,3734,320999,3155465,324733,3480198,
"G3600710","1860","New York","360","Orange","0710","Orange",21010784,638823,2574411,41271,48815,530,434677,2533259,435207,2968466,
"G3600730","1860","New York","360","Orleans","0730","Orleans",11123724,401313,1470809,227896,2932,3036,253681,1847857,256717,2104574,
"G3600750","1860","New York","360","Oswego","0750","Oswego",12585540,560212,1885609,106992,23768,40310,385642,2352161,425952,2778113,
"G3600770","1860","New York","360","Otsego","0770","Otsego",18807944,664358,2845929,43390,1220,14771,319887,4173318,334658,4507976,
"G3600790","1860","New York","360","Putnam","0790","Putnam",6874210,184420,750020,14113,1070,1731,238551,580371,240282,820653,
"G3600810","1860","New York","360","Queens","0810","Queens",18090150,703134,1348919,62146,886934,0,232655,2679916,232655,2912571,
"G3600830","1860","New York","360","Rensselaer","0830","Rensselaer",17774564,634731,1903351,71755,57157,3962,327595,2554557,331557,2886114,
"G3600850","1860","New York","360","Richmond","0850","Richmond",3327800,81245,149651,3712,20227,0,0,171597,0,171597,
"G3600870","1860","New York","360","Rockland","0870","Rockland",4693250,114093,359705,8303,9659,22,61426,351681,61448,413129,
"G3600890","1860","New York","360","St Lawrence","0890","St Lawrence",22442700,942808,3994406,35023,15872,47483,494513,5249057,541996,5791053,
"G3600910","1860","New York","360","Saratoga","0910","Saratoga",14290242,530587,1799822,60190,29786,5453,331093,2231383,336546,2567929,
"G3600930","1860","New York","360","Schenectady","0930","Schenectady",5374039,269213,692213,17016,10332,2609,129552,882080,132161,1014241,
"G3600950","1860","New York","360","Schoharie","0950","Schoharie",10815868,569707,1805927,46757,830,13525,239849,2511632,253374,2765006,
"G3600970","1860","New York","360","Schuyler","0970","Schuyler",8207612,346662,1076662,37569,5879,17944,128182,1326184,146126,1472310,
"G3600990","1860","New York","360","Seneca","0990","Seneca",10851376,381248,1152936,96071,3222,1015,167585,1966762,168600,2135362,
"G3601010","1860","New York","360","Steuben","1010","Steuben",16665992,644377,2600414,32120,10117,89300,353882,3181414,443182,3624596,
"G3601030","1860","New York","360","Suffolk","1030","Suffolk",12641940,378493,1314027,20387,17559,1050,357694,1585812,358744,1944556,
"G3601050","1860","New York","360","Sullivan","1050","Sullivan",5202980,209637,965698,14831,170,6076,143683,1055551,149759,1205310,
"G3601070","1860","New York","360","Tioga","1070","Tioga",7931129,298279,1182028,26376,1362,7892,161543,1458153,169435,1627588,
"G3601090","1860","New York","360","Tompkins","1090","Tompkins",11940774,379177,1526031,70212,4082,4724,202112,2116587,206836,2323423,
"G3601110","1860","New York","360","Ulster","1110","Ulster",14697102,488047,1920322,34870,34499,7503,387846,2171808,395349,2567157,
"G3601130","1860","New York","360","Warren","1130","Warren",2802399,149860,590791,11516,16619,8943,96677,691872,105620,797492,
"G3601150","1860","New York","360","Washington","1150","Washington",16837668,631704,2238701,68614,7689,4873,469263,2814676,474136,3288812,
"G3601170","1860","New York","360","Wayne","1170","Wayne",10951988,371727,1505848,160517,12068,11686,278129,2014188,289815,2304003,
"G3601190","1860","New York","360","Westchester","1190","Westchester",35661624,668945,1953644,151008,200540,323,428376,2211144,428699,2639843,
"G3601210","1860","New York","360","Wyoming","1210","Wyoming",11173680,429598,1730096,62252,6288,9489,201816,1811921,211305,2023226,
"G3601230","1860","New York","360","Yates","1230","Yates",9325620,380745,1262885,74435,3246,4592,147071,1660190,151663,1811853,
"G3700010","1860","North Carolina","370","Alamance","0010","Alamance",1512700,95994,339720,24333,113,12685,107448,419950,120133,540083,3445
"G3700030","1860","North Carolina","370","Alexander","0030","Alexander",656969,34002,224057,10624,0,26066,49335,185385,75401,260786,611
"G3700050","1860","North Carolina","370","Alleghany","0050","Alleghany",482244,19026,157644,1400,45,16269,32455,119314,48724,168038,206
"G3700070","1860","North Carolina","370","Anson","0070","Anson",1711978,74104,621075,250,1731,21479,130986,732576,152465,885041,6951
"G3700090","1860","North Carolina","370","Ashe","0090","Ashe",555503,33942,269543,3168,4,38461,60712,208136,99173,307309,391
"G3700130","1860","North Carolina","370","Beaufort","0130","Beaufort",1139020,35230,230007,327,25,15784,93399,299209,109183,408392,5878
"G3700150","1860","North Carolina","370","Bertie","0150","Bertie",2061153,62057,496106,2969,160,25378,187616,848138,212994,1061132,8185
"G3700170","1860","North Carolina","370","Bladen","0170","Bladen",2244488,87504,335854,1856,125,56028,140924,205064,196952,402016,5327
"G3700190","1860","North Carolina","370","Brunswick","0190","Brunswick",755766,43406,256792,150,0,8799,76497,285480,85296,370776,3631
"G3700210","1860","North Carolina","370","Buncombe","0210","Buncombe",1957951,107463,517201,28074,795,51004,125158,448570,176162,624732,1933
"G3700230","1860","North Carolina","370","Burke","0230","Burke",784793,41066,212419,4197,10,12179,56961,214634,69140,283774,2371
"G3700250","1860","North Carolina","370","Cabarrus","0250","Cabarrus",1812519,93645,396164,5259,32,11898,110290,623150,122188,745338,3040
"G3700270","1860","North Carolina","370","Caldwell","0270","Caldwell",879035,34034,226286,14647,936,21999,54073,211180,76072,287252,1088
"G3700290","1860","North Carolina","370","Camden","0290","Camden",1865734,40421,233400,0,0,6010,65165,285438,71175,356613,2127
"G3700310","1860","North Carolina","370","Carteret","0310","Carteret",411945,10355,67296,660,590,1735,24783,63713,26518,90231,1969
"G3700330","1860","North Carolina","370","Caswell","0330","Caswell",3848743,90094,465294,6425,65,17643,162093,820422,179736,1000158,9355
"G3700350","1860","North Carolina","370","Catawba","0350","Catawba",1715639,85611,386207,15022,90,24704,89221,374718,113925,488643,1664
"G3700370","1860","North Carolina","370","Chatham","0370","Chatham",2354683,129641,678773,13136,91,88983,229403,722565,318386,1040951,6246
"G3700390","1860","North Carolina","370","Cherokee","0390","Cherokee",1337269,41780,329321,3378,30,32907,81576,297529,114483,412012,519
"G3700410","1860","North Carolina","370","Chowan","0410","Chowan",989606,40335,227794,3455,534,6044,67220,297870,73264,371134,3713
"G3700450","1860","North Carolina","370","Cleveland","0450","Cleveland",1310613,70462,397837,5411,3,26961,94883,366284,121844,488128,2131
"G3700470","1860","North Carolina","370","Columbus","0470","Columbus",1081225,36472,263265,9080,0,57032,114856,180529,171888,352417,2463
"G3700490","1860","North Carolina","370","Craven","0490","Craven",1376387,46754,298227,3137,585,17148,136091,306756,153239,459995,6189
"G3700510","1860","North Carolina","370","Cumberland","0510","Cumberland",1536839,45867,311025,6787,3912,9590,155913,261314,165503,426817,5830
"G3700530","1860","North Carolina","370","Currituck","0530","Currituck",1175485,36446,214721,80,0,10068,75254,318468,85322,403790,2523
"G3700570","1860","North Carolina","370","Davidson","0570","Davidson",1988464,118483,501827,27181,570,23190,159506,663084,182696,845780,3076
"G3700590","1860","North Carolina","370","Davie","0590","Davie",1388642,57756,261811,9466,232,14043,99116,381555,113159,494714,2392
"G3700610","1860","North Carolina","370","Duplin","0610","Duplin",3131621,84417,493346,2311,286,67019,222545,500101,289564,789665,7124
"G3700650","1860","North Carolina","370","Edgecombe","0650","Edgecombe",4974920,196756,772989,11534,1495,80997,324358,1535467,405355,1940822,10108
"G3700670","1860","North Carolina","370","Forsyth","0670","Forsyth",1174800,89026,348933,34446,32,18192,115800,534214,133992,668206,1764
"G3700690","1860","North Carolina","370","Franklin","0690","Franklin",2453259,99969,485158,9911,0,23855,195079,725151,218934,944085,7076
"G3700710","1860","North Carolina","370","Gaston","0710","Gaston",1529274,66267,348143,5616,497,12462,88911,334097,101373,435470,2199
"G3700730","1860","North Carolina","370","Gates","0730","Gates",934908,32370,289154,3907,180,6522,121435,364085,127957,492042,3901
"G3700770","1860","North Carolina","370","Granville","0770","Granville",3457365,127072,688879,1271,10,23755,207001,1127365,230756,1358121,11086
"G3700790","1860","North Carolina","370","Greene","0790","Greene",1658998,46168,289312,2074,0,14400,149121,507014,163521,670535,3947
"G3700810","1860","North Carolina","370","Guilford","0810","Guilford",3406736,150059,682590,24790,9187,25306,221770,741491,247076,988567,3625
"G3700830","1860","North Carolina","370","Halifax","0830","Halifax",3699426,114788,660532,16495,0,23339,215941,1178218,239280,1417498,10349
"G3700850","1860","North Carolina","370","Harnett","0850","Harnett",992531,35131,264142,50,5,16148,121024,199457,137172,336629,2584
"G3700870","1860","North Carolina","370","Haywood","0870","Haywood",730397,35882,248487,19777,0,28590,55247,241957,83837,325794,313
"G3700890","1860","North Carolina","370","Henderson","0890","Henderson",1515097,47340,310665,7509,0,22157,79648,236332,101805,338137,1382
"G3700910","1860","North Carolina","370","Hertford","0910","Hertford",1321818,46582,275925,10032,24,20932,131933,438204,152865,591069,4445
"G3700950","1860","North Carolina","370","Hyde","0950","Hyde",1700075,35121,174530,0,0,0,0,280356,0,280356,2791
"G3700970","1860","North Carolina","370","Iredell","0970","Iredell",2292844,107459,520577,14038,129,29408,135501,530461,164909,695370,4177
"G3700990","1860","North Carolina","370","Jackson","0990","Jackson",616119,22481,199804,3261,0,27188,46984,156505,74172,230677,268
"G3701010","1860","North Carolina","370","Johnston","1010","Johnston",1750771,101770,490421,8915,0,28756,224711,588927,253467,842394,4916
"G3701030","1860","North Carolina","370","Jones","1030","Jones",963266,29282,233426,30,72,6889,84905,246646,91794,338440,3413
"G3701070","1860","North Carolina","370","Lenoir","1070","Lenoir",2432030,56832,346905,645,1295,10767,142429,448818,153196,602014,5140
"G3701090","1860","North Carolina","370","Lincoln","1090","Lincoln",1380259,55090,288591,11015,665,18493,72473,290909,90966,381875,2115
"G3701110","1860","North Carolina","370","McDowell","1110","Mcdowell",774416,31737,203742,700,0,17897,60718,166117,78615,244732,1305
"G3701130","1860","North Carolina","370","Macon","1130","Macon",894577,57897,342127,1338,0,51870,65782,213527,117652,331179,519
"G3701150","1860","North Carolina","370","Madison","1150","Madison",733397,26841,215416,10361,0,27808,51637,205797,79445,285242,213
"G3701170","1860","North Carolina","370","Martin","1170","Martin",1158545,34485,257930,1691,0,6770,100458,385972,107228,493200,4309
"G3701190","1860","North Carolina","370","Mecklenburg","1190","Mecklenburg",2823949,136957,641202,2851,2378,10927,154100,777440,165027,942467,6541
"G3701230","1860","North Carolina","370","Montgomery","1230","Montgomery",359341,49564,239975,5238,0,35102,71419,296901,106521,403422,1823
"G3701250","1860","North Carolina","370","Moore","1250","Moore",1178311,113608,446110,6183,443,34135,130098,348813,164233,513046,2518
"G3701270","1860","North Carolina","370","Nash","1270","Nash",1736608,72064,359516,13266,10,19682,152754,413543,172436,585979,4680
"G3701290","1860","North Carolina","370","New Hanover","1290","New Hanover",1381687,60559,303402,1107,4374,8619,137652,274524,146271,420795,10331
"G3701310","1860","North Carolina","370","Northampton","1310","Northampton",2659031,84905,511693,2641,33,15993,186053,797159,202046,999205,6804
"G3701330","1860","North Carolina","370","Onslow","1330","Onslow",1337923,43361,293758,120,50,24682,135734,309212,160416,469628,3499
"G3701350","1860","North Carolina","370","Orange","1350","Orange",2141690,129292,531353,2514,10,19367,145400,583800,164767,748567,5108
"G3701390","1860","North Carolina","370","Pasquotank","1390","Pasquotank",1927149,45665,272156,199,120,5544,68693,402860,74237,477097,2983
"G3701430","1860","North Carolina","370","Perquimans","1430","Perquimans",1537770,47594,267372,976,25,7744,110528,463958,118272,582230,3558
"G3701450","1860","North Carolina","370","Person","1450","Person",1915505,57558,344788,925,225,18392,105208,543038,123600,666638,5195
"G3701470","1860","North Carolina","370","Pitt","1470","Pitt",3052010,78757,507867,6520,353,22945,246952,925302,269897,1195199,8473
"G3701490","1860","North Carolina","370","Polk","1490","Polk",435684,20011,123164,1297,19,15561,41548,115461,57109,172570,620
"G3701510","1860","North Carolina","370","Randolph","1510","Randolph",1791483,152957,580709,31118,376,47299,177105,594736,224404,819140,1645
"G3701530","1860","North Carolina","370","Richmond","1530","Richmond",2117985,112728,343971,8463,95,13187,148415,536589,161602,698191,5453
"G3701550","1860","North Carolina","370","Robeson","1550","Robeson",2355987,98868,502200,105,170,38017,193472,478867,231489,710356,5455
"G3701570","1860","North Carolina","370","Rockingham","1570","Rockingham",2628246,82752,407484,4937,0,16262,124461,636706,140723,777429,6318
"G3701590","1860","North Carolina","370","Rowan","1590","Rowan",2924631,148147,561799,8534,5966,10827,143174,952369,154001,1106371,3930
"G3701610","1860","North Carolina","370","Rutherford","1610","Rutherford",1100656,72968,316555,6792,0,21158,85100,299758,106258,406016,2391
"G3701630","1860","North Carolina","370","Sampson","1630","Sampson",3110749,65214,501839,3476,0,46265,265900,534754,312165,846919,7028
"G3701670","1860","North Carolina","370","Stanly","1670","Stanly",642061,52045,250155,2179,22,19908,62056,266393,81964,348357,1169
"G3701690","1860","North Carolina","370","Stokes","1690","Stokes",983387,42996,273245,11940,0,19577,83751,375215,103328,478543,2469
"G3701710","1860","North Carolina","370","Surry","1710","Surry",1212733,44457,262455,16399,3,24717,84123,383402,108840,492242,1246
"G3701770","1860","North Carolina","370","Tyrrell","1770","Tyrrell",455845,21249,115705,271,0,5882,45652,191388,51534,242922,1597
"G3701790","1860","North Carolina","370","Union","1790","Union",1293504,103786,427607,4251,6306,32404,106283,431462,138687,570149,2246
"G3701830","1860","North Carolina","370","Wake","1830","Wake",3246866,151291,823523,13798,3002,38942,291657,1014860,330599,1345459,10733
"G3701850","1860","North Carolina","370","Warren","1850","Warren",3338899,143563,560253,700,180,22585,160194,1003089,182779,1185868,10401
"G3701870","1860","North Carolina","370","Washington","1870","Washington",704919,25642,160912,823,559,7605,61581,215681,69186,284867,2465
"G3701890","1860","North Carolina","370","Watauga","1890","Watauga",532532,43798,175426,12565,13410,41994,39058,204039,81052,285091,104
"G3701910","1860","North Carolina","370","Wayne","1910","Wayne",3012511,68245,455664,1707,325,18957,255176,675164,274133,949297,5451
"G3701930","1860","North Carolina","370","Wilkes","1930","Wilkes",1185765,46669,340524,28756,0,35804,106902,313771,142706,456477,1208
"G3701950","1860","North Carolina","370","Wilson","1950","Wilson",1511672,24602,243264,3576,0,10174,119675,357101,129849,486950,3496
"G3701970","1860","North Carolina","370","Yadkin","1970","Yadkin",1106415,54110,300713,15527,227,28192,86421,303736,114613,418349,1436
"G3701990","1860","North Carolina","370","Yancey","1990","Yancey",944719,35188,333056,21745,12427,43316,71906,284537,115222,399759,362
